videoid,name,sub_category,main_category
butterfly_16,"Time-lapse of butterflies emerging from several pupae on a yellow container: starting with unchanged pupae, slight darkening signifies advanced development, followed by the partial emergence of a butterfly, progressing to nearly full emergence, and finally a fully developed butterfly resting on the container held by a hand.",butterfly,biological
candle_burning_05,"Three candles, two red and one green, gradually burn and melt over time. The left red candle melts first and significantly, followed by the right red candle. The green candle remains relatively intact longer but eventually shows signs of melting. The flames decrease in height as the wax diminishes, with a notable accumulation of wax at the base of each candle.",candle_burning,physical
butterfly_25,"Time-lapse of a butterfly's life cycle: starting as a caterpillar feeding on a leaf, forming a chrysalis, darkening chrysalis, emerging butterfly, fully emerged butterfly clinging to the empty chrysalis, butterfly with expanded wings resting on a hand, culminating in its release into the wild.",butterfly,biological
candle_burning_08,"Time-lapse of a black candle burning from the initial lighting until it is nearly completely melted. The candle burns steadily and evenly with a consistent flame, melting more wax over time without smoke or drips. The video concludes with the candle almost fully melted and ready to self-extinguish.",candle_burning,physical
candle_burning_06,"Time-lapse of a candle burning from a tall, full form to nearly the end of its life. The flame is bright and steady, progressively melting the wax and shortening the candle significantly. The video's final frame shows the flame close to the base with minimal candle remaining.",candle_burning,physical
candle_burning_12,"Time-lapse of a cactus-shaped candle burning and gradually melting over time: starts with an intact cactus candle with a flame, progresses through various stages of melting primarily at the top, and ends with the candle noticeably reduced in structure but the flame still burning.",candle_burning,physical
candle_burning_13,"Time-lapse of a red candle burning down to a near-complete melt: starting intact with a steady flame, progressively shortening, forming and enlarging a pool of molten wax, until the candle is almost entirely melted with a broad wax pool surrounding the holder.",candle_burning,physical
candle_burning_11,"Time-lapse of a candle burning and melting over time. Initially intact with a full flame, the candle gradually melts with wax dripping down, forming a pool. The flame burns lower as more wax accumulates. Eventually, the candle melts to a small height, revealing inner blue wax, and finally extinguishes, leaving a pool of melted wax.",candle_burning,physical
candle_burning_15,"Time-lapse of blue and pink candles burning steadily, showing progressive melting: starting with unburnt candles, both gradually decrease in height with more melted wax visible. The blue candle burns out first, followed by the pink candle. By the end, both candles are melted down to the base, leaving only small remnants and extinguished flames.",candle_burning,physical
candle_burning_16,"Time-lapse of blue and red candles burning down: starting fully lit with long wicks, maintaining prominent flames, slowly diminishing in height and wick length, and ending with small flickering flames nearly burnt out.",candle_burning,physical
candle_burning_10,"Time-lapse of a succulent-shaped candle burning over 42 minutes: starting intact with a stable flame, showing minor melting by the midpoint, progressively deforming and pooling wax at the base, and mostly melted by the end with only small remnants of the original shape visible.",candle_burning,physical
candle_burning_17,"Time-lapse of a Santa Claus-shaped candle burning: starts fully intact and lit, with wax gradually melting and deforming Santa's figure. The process continues with significant melting around the head and shoulders, progressing to heavy deformation, wax pooling at the base, and ends with the candle almost completely burned out, leaving a melted wax mass.",candle_burning,physical
candle_burning_14,"Time-lapse of three candles burning over time: starting fully intact and unlit, then progressively melting with stable flames. The wax levels decrease significantly, with the center candle showing the most drastic reduction, nearly depleting its wax. By the end, all candles have minimal wax remaining, indicating the final stages of burning.",candle_burning,physical
candle_burning_18,"Time-lapse of a Yankee Candle burning: initially freshly lit with a full-length wick, followed by a steady flame as the wick shortens and the wax pool grows. The level of melted wax increases until it reaches the container's edge, with the flame remaining consistent throughout.",candle_burning,physical
candle_burning_20,"Time-lapse of a natural rolling candle burning and melting: starting tall with no flame, gradually showing a flame that burns and shortens the candle, with wax melting and edges deforming over time, leading to significant shortening and nearing burnout by the end.",candle_burning,physical
city_01,"Time-lapse of a busy urban intersection over a day: starting in late afternoon with moderate traffic and overcast skies, transitioning to peak traffic during sunset, and ending with dusk and nightfall where artificial lights become prominent, highlighting the reduction of natural light.",city,human_creation
candle_burning_19,"Time-lapse of five colored candles burning over 57 minutes: starting tall, gradually melting with increasing wax pools beneath each. The orange candle melts quickest, nearly gone by 48 minutes. The other candles continue to reduce in height, showing significant melting by the video's end.",candle_burning,physical
candle_burning_21,"Time-lapse of a pyramid-shaped Crystal Candle from brand Apolo burning over 40 hours. Initially intact with a newly lit flame, the candle wax gradually melts, forming a deepening cavity around the flame. The flame moves deeper within the hollow wax structure as the melting progresses, culminating in a significantly melted candle with the flame burning deep inside by the end.",candle_burning,physical
city_03,"Time-lapse of a busy city intersection showing increasing and decreasing flows of traffic and pedestrians. Buses, cars, and a motorcyclist appear at different times, with pedestrians crossing at various intervals. The scene transitions from moderately busy with vehicles and pedestrians to very crowded and back to a moderate level of activity by the end.",city,human_creation
city_02,"Time-lapse of traffic flow on a multi-lane urban road, showing varying traffic densities. It starts with moderate traffic, increases to heavy congestion, then clears, and picks up again. The sequence highlights peak and off-peak periods, characterized by changing numbers and speeds of vehicles.",city,human_creation
candle_burning_22,"Time-lapse of a decorative rose-shaped birthday candle burning over 2 hours: starts intact, gradually melts with increasing wax around the base, significantly shortens by mid-point, and nearly fully melts with a small flame remaining at the end.",candle_burning,physical
city_04,"Time-lapse of a busy city street throughout the day, showcasing continual movement of vehicles and pedestrians. Highlights include individuals crossing streets, heavy traffic with buses, trucks, and taxis, and consistent urban activity with people and various vehicles in motion.",city,human_creation
city_06,"Time-lapse of a city skyline at night, showcasing illuminated buildings, dynamic cloud formations, and moving boats reflected on the river. The scene evolves with shifting clouds, light streaks from passing boats, and fluctuating reflections on the water, concluding with a calm waterfront and vividly lit buildings.",city,human_creation
city_11,"Time-lapse of night traffic gradually increasing on a city highway: starting sparsely lit with few vehicles, traffic density rising significantly over time with fluctuations, culminating in a busy highway scene with many cars.",city,human_creation
city_09,"Time-lapse of a nighttime cityscape showing increasing urban activity: starting with minimal traffic and illumination, then progressing to brighter city lights and heavier traffic, culminating in peak activity with vibrant lights and dense traffic.",city,human_creation
city_05,"Time-lapse of a nighttime cityscape showing changes in traffic over time: starting with lit streets and buildings, increasing traffic activity and light trails, then steady traffic, reducing density, and ending with sparse activity while city lights remain on throughout.",city,human_creation
city_07,"Time-lapse of a city street transitioning from day to night: starting with moderate traffic in daylight, steadily increasing vehicle activity as evening progresses, with headlights and streetlights gradually becoming prominent. The video ends in late evening with heavy traffic and the cityscape fully illuminated by artificial lights.",city,human_creation
city_08,"Time-lapse of a city's transition from twilight to night: city lights gradually brighten as the ambient light decreases, resulting in a vivid nighttime scene filled with heavy traffic and fully illuminated buildings.",city,human_creation
city_13,"Time-lapse showing the transition from dusk to night over a historic building. The building and its surroundings gradually illuminate as ambient light fades. Vehicle lights become more prominent, indicating increased traffic activity. The sequence captures the changing light conditions from dim evening to full night, with the building fully illuminated against a dark sky by the end.",city,human_creation
city_10,"Time-lapse of a city transitioning from dusk to night: starting with a clear blue sky and sparse lights, increasingly more building and street lights becoming visible as evening deepens, and culminating in a fully illuminated cityscape against a dark sky, showcasing the dynamic urban nightlife.",city,human_creation
city_18,"Time-lapse of a nighttime cityscape showcasing the buildings' lights remaining constant while cloud cover gradually increases, eventually obscuring more than half of the skyscrapers.",city,human_creation
city_14,"Time-lapse of nighttime traffic on a city highway: starting with initial traffic flow, light trails from moving vehicles persist and vary in speed, indicating consistent urban traffic. The cityscape remains illuminated throughout, with increased light trails suggesting more vehicles later on, maintaining a vibrant urban environment.",city,human_creation
city_16,"Time-lapse of a cityscape transitioning from dusk to nighttime: the video starts with a lighter sky and gradually increasing city lights, progressing through darker skies until the skyline is illuminated by city and road lights against a fully darkened sky.",city,human_creation
city_17,"Time-lapse of a bustling nighttime city street featuring vibrant neon lights and significant vehicle movement. Traffic light changes and vehicle light trails highlight continuous activity, with occasional pauses portraying dynamic traffic patterns. Various modes of transportation, including taxis and visible pedestrians, showcase a lively entertainment district transitioning from motion to moments of relative stillness.",city,human_creation
cloud_01,"Time-lapse of a mountainous sunset transitioning to dusk: initial sunlight dimming as clouds move and spread across the sky, gradually elongating and dispersing. The scene progresses through early evening, showing significantly lower light levels and stretched, dispersed clouds, ending in early dusk with a darkened sky.",cloud,meteorological
city_21,"Time-lapse of a busy city street at night, capturing continuous vehicle movements, changing traffic lights, and lit buildings. The video shows the constant flow of traffic, including light trails from vehicles, and occasional pedestrians on the sidewalk, culminating in a taxi approaching the scene.",city,human_creation
city_19,"Time-lapse of a city skyline from early evening to full night: starting with a sunset glow, the sky gradually darkens while the city lights turn on and brighten. Throughout, thick smoke continuously emits from industrial chimneys, maintaining consistency even as night fully sets in, blending into the darkened sky.",city,human_creation
city_12,"Time-lapse of a nighttime city intersection showing varying traffic flow and pedestrian activity. The video captures light trails from moving vehicles, changes in traffic light signals, decorative building lights, and pedestrians crossing. The building and lights become more prominent as traffic fluctuates, illustrating a dynamic urban scene at night.",city,human_creation
city_20,"Time-lapse of a busy city intersection at night, showing fluctuating traffic and pedestrian flow. Traffic pauses and resumes, captured by the light trails of moving vehicles. Intermittent pauses and peak activity periods are noticeable, highlighted by varying intensity of light trails and pedestrian movement.",city,human_creation
city_15,"Time-lapse capturing the changing sky over a cathedral. Starts with partly cloudy conditions, transitions through various stages of cloud movement, revealing more blue sky at times, and ends with a mix of clouds and clear patches.",city,human_creation
cloud_02,"Time-lapse of cloud cover changes around Big Ben: starts with a partly cloudy sky, clouds gradually reduce, revealing a clearer sky, then minimal clouds, followed by small patches returning, increased cloud cover, and finally, clouds dispersing again.",cloud,meteorological
cloud_04,"Time-lapse of a foggy forest clearing during sunrise or sunset, showing dense fog gradually lifting and revealing leafless trees. The visibility improves steadily as the fog dissipates, transitioning from dense cover to minimal fog, until the trees and their details become clearly visible against the sky.",cloud,meteorological
cloud_06,"Time-lapse of a rural landscape showing the gradual encroachment of fog. Initially clear, the scene sees increasing fog, partially obscuring the farmhouse and trees by mid-sequence. The fog thickens progressively, ultimately shrouding the landscape almost entirely by the end, with only faint outlines of the farmhouse and trees remaining visible.",cloud,meteorological
cloud_05,"Time-lapse of clouds moving over a lake, starting with a partially cloudy sky and patches of blue. The cloud cover gradually increases, leading to a mostly overcast sky by the end, with cloud reflections on the water becoming darker and denser.",cloud,meteorological
cloud_09,"Time-lapse of clouds hovering over a landscape, progressively thinning from a dense cover to sparse clouds. The video starts with minimal sky visible, gradually revealing more blue sky and land, and ends with very thin, scattered clouds, offering clear views of both the landscape and sky.",cloud,meteorological
cloud_07,"Time-lapse of a sunrise above a foggy landscape, starting with a pre-dawn scene and gradually transitioning through early dawn light. The fog disperses as the sun rises, casting initial rays and then bright sunlight, illuminating the landscape and revealing clearer visibility, culminating in strong daylight with minimal remaining fog.",cloud,meteorological
cloud_08,"Time-lapse of clouds moving over snowy mountain peaks. Initially heavily clouded, the clouds gradually shift and thin out, progressively revealing more of the mountain range. By the end, a significantly clearer view of the mountains with few clouds remaining is shown.",cloud,meteorological
cloud_10,"Time-lapse of a sunset from bright evening sky to dusk. The sun descends through various stages: starting high with scattered clouds, gradually lowering with dimmer lighting and increased cloud coverage, casting rays and vibrant colors near the horizon, and finally setting with the sky darkening and an orange glow over the horizon.",cloud,meteorological
cloud_12,"Time-lapse of clouds moving over a mountainous landscape with a lake and snowy valley. Initially scattered, clouds densify and obscure the mountains, then thin out revealing clearer views, before thickening again, reducing visibility over time.",cloud,meteorological
cloud_14,"Time-lapse of clouds moving over a landscape from late afternoon to nighttime. The scene progresses from beautifully illuminated clouds to darker clouds as twilight arrives, further darkening into the evening until almost complete darkness with thick cloud cover by night.",cloud,meteorological
cloud_15,"Time-lapse of cumulus clouds dispersing gradually across the sky, starting with dense cloud cover that thins out over time, revealing more blue sky, and ending with mostly clear skies and minimal cloud fragments.",cloud,meteorological
cloud_11,"Time-lapse of clouds moving over an ocean during sunrise or sunset: starting with scattered clouds and soft light, formations become denser and spread, indicating changing weather patterns. Sunlight casts a warm glow as clouds continue drifting, forming new patterns and increasing in coverage. The sky becomes dynamic with significant cloud movement by the end.",cloud,meteorological
cloud_16,"Time-lapse of a rainbow forming and fading over a green valley: starting with a clear sky, a faint rainbow appears, becoming distinct and reaching peak visibility, then gradually fades as clouds increase, until it is barely visible.",cloud,meteorological
cloud_17,"Time-lapse of cloud formations transforming over time in the sky: starting with dense cumulus clouds, shifting slightly, decreasing in density, and revealing more blue sky. The clouds continue to move and dissipate, eventually forming thinner, wispy cirrus shapes and resulting in a mostly open sky with scattered clouds by the video's end.",cloud,meteorological
cloud_20,"Time-lapse of cloud formations evolving over a mountainous landscape: starting with scattered clouds, increasing density, sun partially obscured, denser formations, more sunlight as clouds thin, thicker clouds return, and ending with dense clouds creating an overcast sky.",cloud,meteorological
cloud_19,"Time-lapse of cloud formations over a mountain landscape, transitioning from dense clouds in early morning, gradually shifting and thinning, with light changes indicating progression through the day, ending with increased illumination and significant cloud breaks.",cloud,meteorological
cloud_18,"Time-lapse of clouds moving over a snow-capped mountain range. Initially, clouds gather around the peaks, progressively thickening to almost fully cover the mountains. The cloud cover reaches peak density and then begins to lessen, eventually dispersing to reveal the mountain peaks again.",cloud,meteorological
cooking_03,"Time-lapse of bacon cooking in a frying pan, transitioning from raw to fully cooked. Initially raw, the bacon heats up, curls at the edges, and starts rendering fat. As cooking progresses, it browns, crisps, and renders more fat. By the end, the bacon is fully cooked, browned, crispy, and ready to serve.",cooking,physical
cooking_02,"Time-lapse of breaded cutlets frying in hot oil, showing progression from moderate browning to deep golden brown. The cutlets become increasingly crispy and uniformly colored, indicating various stages of frying until reaching the final deep golden brown color with consistent bubbling.",cooking,physical
cooking_01,"Time-lapse of shrimp being grilled, starting from raw with hands seasoning, gradually turning pink, and developing a charred appearance. The shrimp are turned and adjusted throughout the cooking process, showing progressively more pink and charring, culminating in fully cooked, pink, and charred shrimp ready to be served.",cooking,physical
cooking_10,"Time-lapse of popcorn kernels heating and popping in a pot: starting from unpopped kernels, progressing through early steam condensation, initial popping, and increased popping activity, to finally filling the pot with fully popped popcorn while the lid becomes heavily steamed.",cooking,physical
cooking_11,"Time-lapse of a butter dollop melting in a pan: starting as a solid, gradually liquefying around the edges, with increasing bubbling as the heat intensifies. The melting progresses until the butter is mostly liquid with extensive bubbling, indicating the high temperature of the pan.",cooking,physical
cooking_09,"Time-lapse of chocolate chip cookies baking from raw dough balls to fully baked cookies: starting as raw dough, spreading and rising, forming defined shapes with browning edges, expanding in size, and finally becoming fully baked with golden-brown edges.",cooking,physical
cooking_06,"Time-lapse of hamburger patties cooking in a pan: starting raw, browning gradually with added butter, then chopped onions are added. The onions soften and cook as the patties reach an advanced stage, with visible moisture in the pan at the end.",cooking,physical
cooking_05,"Time-lapse of hamburger patties cooking in a frying pan: starts with raw patties, progresses as heat causes moisture and color changes, edges begin to brown, and cooking continues with increasing browning and moisture until patties are thoroughly cooked.",cooking,physical
cooking_12,"Time-lapse of flatbreads cooking in a frying pan: starting with raw dough, flipping and browning, cooking under a lid, and being checked with a spatula, progressing to fully cooked flatbreads garnished on a serving tray.",cooking,physical
cooking_13,"Time-lapse of pancakes cooking on a stovetop: from raw batter to golden-brown pancakes. Bubbles form, the edges set, and they are flipped with a spatula, continuing to cook until they reach an even, golden-brown color on both sides.",cooking,physical
cooking_15,"Time-lapse of a pepperoni pizza cooking in an oven: starting with unmelted cheese and firm pepperoni, transitioning to gradual cheese melting, slight curling and browning of pepperoni, visible crust browning, further melting and bubbling of cheese, and ending with a fully cooked pizza with well-browned crust and evenly melted cheese.",cooking,physical
cooking_20,"Time-lapse of rice cooking in a can: starting with small, partially submerged grains, gradually swelling as they absorb water. The rice continues to expand in volume, indicating progressing cooking, until fully hydrated and cooked, with minimal visible moisture by the end.",cooking,physical
cooking_14,"Time-lapse of popcorn kernels popping: starting with unpopped yellow kernels on a heated surface, progressing through early stages of popping, partial popping, and finally, the frame filled with almost entirely popped, fluffy white popcorn.",cooking,physical
cooking_16,"Time-lapse of cooking rice: starting with rice and water in a pot, the mixture begins to heat and boil, transitioning to a covered pot with active bubbling, and finally reducing to a gentle bubble before the pot is removed from the stove, signaling the rice is fully cooked and ready to serve.",cooking,physical
cooking_17,"Time-lapse of a boiling process in a covered pot: begins with mild bubbling, progresses to vigorous boiling, denser bubbles indicate intermediate stages, liquid thickens as boiling continues, and concludes with stable boiling and reduced bubble density, signaling nearing completion.",cooking,physical
corrosion_01,"Time-lapse of two potato pieces in a liquid medium showing increasing corrosion over time. The liquid progressively darkens and corrodes the potatoes, starting from fresh in clear liquid to heavily corroded in dark liquid by the end.",corrosion,physical
cooking_18,"Time-lapse of cooking two burger patties with onions in a pan. The process begins with raw patties and onions, progresses through browning and thorough cooking, followed by adding and melting cheese slices on top until the burgers are nearly ready to serve.",cooking,physical
cooking_19,"Time-lapse of pasta cooking: starting with boiling pasta, moving through stages of adding onions, tomatoes, seasonings, red peppers, and finally fresh greens to complete a mixed vegetable pasta dish.",cooking,physical
cooking_08,"Time-lapse of a cooking process where raw food pieces are fried in hot oil, showing stages from initial heating to almost uniform golden-brown completion with decreasing bubbling, while stirring ensures even cooking.",cooking,physical
corrosion_03,"Time-lapse of a metal screw corroding over time: starts intact, early corrosion with slight discoloration, spreading rust by midway, extensive rust coverage later on, and ending with the screw almost entirely engulfed by rust.",corrosion,physical
cooking_21,"Time-lapse of preparing a shrimp dish: onions and garlic are sautéed, shrimps are added and cooked until pink, seasoned, and browned. A cream-based sauce is mixed in, simmered, and garnished with herbs, completing the dish.",cooking,physical
cooking_22,"Time-lapse of bacon cooking in a frying pan: starting raw and pink, sizzling and browning, gradually becoming more crispy and evenly cooked. Finally, the fully cooked, crispy bacon is removed from the pan, leaving grease splatters on the stovetop.",cooking,physical
corrosion_04,"Time-lapse of a metallic screw showing progressive corrosion: starts with initial small rust patches, which gradually expand and cover more of the screw over time. The rust becomes thicker and more pronounced, eventually enveloping nearly the entire screw by the end.",corrosion,physical
corrosion_02,"Time-lapse of a miniature metal truck undergoing rust formation. Initially, small rust patches appear, which progressively spread and darken, covering more surface area. The rust becomes more pronounced over time, leading to significant oxidation with nearly the entire truck model eventually covered in a solid, uniform layer of rust.",corrosion,physical
corrosion_06,"Time-lapse of an object undergoing corrosion in a solution: starting clear, bubbling and foaming vigorously, showing early discoloration and increased foaming, turning darker with noticeable corrosion, reduced bubbling with a partly visible object, and ending with a dark solution and extensively corroded object.",corrosion,physical
cooking_07,"Time-lapse of preparing a stir-fry noodle dish: starting with an empty pan with oil, adding beaten eggs, then sliced carrots, green vegetables, and finally noodles. The ingredients are mixed and cooked together, resulting in a completed dish ready to serve.",cooking,physical
corrosion_05,"Time-lapse showing metal bars corroding over time: starting with minor corrosion, progressing to visible pitting and surface rust, expanding to advanced stages with thick rust layers and heavy flaking, and finally reaching nearly uniform rust coverage and deep pitting.",corrosion,physical
corrosion_12,"Time-lapse of a metal plate corroding over time: starts clean, early rust spots appear, rust spreads and becomes more pronounced, continues advancing with dense rust spots, and finally, the majority of the plate surface is extensively covered in rust.",corrosion,physical
corrosion_07,"Time-lapse of a corrosion experiment from October 29 to November 8, 2014. Two bottles with metallic fibers show differing reactions: the left bottle's liquid turns progressively murkier, indicating increasing corrosion, while the right bottle's liquid remains clear, showing no signs of corrosion.",corrosion,physical
corrosion_09,"Time-lapse of a metal toy truck submerged in water, showing progressive corrosion. Starting with initial rust spots, the corrosion intensifies throughout Day 1 and continues into Day 2, resulting in extensive rust coverage by the video's end.",corrosion,physical
corrosion_16,"Time-lapse of a corrosion process in a metal object submerged in a chemical solution within a beaker: starting with clear liquid, metal is introduced, discoloration begins, followed by darkening solution with rust particles, and finally, extensive corrosion leading to a deep, dark, and opaque solution where the metal object is barely visible.",corrosion,physical
corrosion_10,"Time-lapse of metal tools corroding in a liquid over 24 hours: starting in clear liquid, progressing to slight discoloration, followed by increasing darkness, and culminating in very murky liquid with extensively corroded tools.",corrosion,physical
corrosion_15,"Time-lapse of metallic objects undergoing significant corrosion: starting clean, early signs of dark spots appear, followed by spreading rust and increased oxidation, leading to severe degradation and discoloration by the end.",corrosion,physical
corrosion_13,"Time-lapse showing the corrosion process of metallic objects in jars filled with liquid. Starting with clear liquid, rust forms on the metal in one jar, intensifies over time, and brown residue settles at the bottom. Crystals form due to evaporating bleach. After about 30 hours, corrosion ceases, and the process ends with extensive rust and residue.",corrosion,physical
corrosion_11,"Time-lapse of metal plates submerged in a liquid bath undergoing corrosion: beginning with clean plates, rust patches form and expand, sediment increases in the liquid, and by the end, the plates are heavily corroded with thick rust deposits, showcasing near-complete corrosion.",corrosion,physical
corrosion_17,"Time-lapse of metal bolts and screws corroding over 207 minutes: starts clean, shows early yellowish spots by 39 minutes, significant rust patches by 74 minutes, deepening rust by 2 hours, intensifying discoloration by 100 minutes, extensive surface changes by 136 minutes, deep rust and pitting by 171 minutes, and almost complete rust coverage by the end.",corrosion,physical
day2night_02.0,"Time-lapse of a lake landscape transitioning from sunset to complete nightfall. The video starts with a blue sky and scattered clouds, progresses through deepening twilight with reflective water, and ends in complete darkness with artificial lights and red-illuminated vegetation visible.",day2night,meteorological
day2night_01.0,"Time-lapse of a cityscape featuring Taipei 101 transitioning from sunset to deep night. The video captures the progression from natural daylight to twilight, evening, and finally a fully darkened sky illuminated by city lights, depicting the gradual day-to-night transformation.",day2night,meteorological
corrosion_20,"Time-lapse of an egg immersed in a liquid undergoing corrosion over 3 days: starting with a clear liquid and an intact egg on Day 1, the liquid progressively darkens and the egg shows surface changes on Day 2, culminating in nearly black liquid and a heavily corroded egg by Day 3.",corrosion,physical
corrosion_18,"Time-lapse of metallic surface corrosion and oxidation: initially copper-colored, developing red-orange rust by the second phase, and gradually forming a greenish-blue patina. The patina spreads, overtaking the rust, until the surface becomes fully covered in greenish-blue patina by the end.",corrosion,physical
corrosion_14,"Time-lapse of metal rods corroding in jars of liquid over several days: starting with clear liquid and no corrosion, progressing to initial yellowing and rust formation, intensifying to deeper orange-brown liquids, and ending with nearly opaque dark brown liquids with heavily corroded metal rods.",corrosion,physical
day2night_04.0,"Time-lapse of a mountainous landscape transitioning from sunset to nighttime: starting with minimal light before sunset, progressing through vibrant post-sunset colors, early twilight with emerging city lights, deepening night showcasing a comet and stars, and ending with a fully lit city under a dark, starry sky.",day2night,meteorological
day2night_03.0,"Time-lapse of a city skyline transforming from daylight to complete darkness. Initially, the city is seen in full daylight, transitioning through sunset and dusk with increasing artificial lights, and finally reaching nighttime with the skyline fully lit by artificial lights and reflections visible in the water.",day2night,meteorological
day2night_07.0,"Time-lapse showing the transition from day to night at a coastal location: starting with a dark scene after sunset, progressing through twilight with increasing illumination, reflections on the water, emergence of artificial lights, and culminating in a fully lit night cityscape against a dark sky.",day2night,meteorological
corrosion_19,"Time-lapse of the corrosion process on various samples over a month: starting with pristine NiCuNi, scratched NiCuNi+Au, and scratched NiCuNi+Epoxy. Corrosion begins on the scratched NiCuNi+Au sample by mid-month, intensifying significantly, while mild to moderate corrosion appears on other samples towards the end. The video concludes with severe corrosion on the scratched NiCuNi+Au sample.",corrosion,physical
day2night_08.0,"Time-lapse of the transition from day to night over a residential area: beginning with a bright blue sky and scattered clouds, moving through evening with darkening skies and diminishing clouds, and ending with a fully dark night sky and a single distant light visible.",day2night,meteorological
day2night_06.0,"Time-lapse of a forest transitioning from day to night: starting with a clear blue sky, gradually dimming through twilight, and progressing to early night with some stars. The sky darkens further, stars increase in visibility, and by full night, the sky is densely populated with stars and faint clouds.",day2night,meteorological
day2night_05.0,"Time-lapse of a cityscape, likely Dubai, transitioning from dusk to nighttime. The sequence starts with natural light dominating, transitioning to reduced daylight with increasing artificial lights, and finally to a fully illuminated city under a dark night sky.",day2night,meteorological
day2night_09.0,"Time-lapse of a woodland area transitioning from day to night: starting with a bright, clear sky during the day, light gradually dims through the afternoon, softens in the evening, progresses through twilight, and culminating in complete darkness at night.",day2night,meteorological
day2night_11.0,"Time-lapse of an urban landscape transitioning from clear daytime with scattered clouds to complete nighttime, showing the sun setting and illuminating the sky with warm hues, twilight deepening, and finally the city lights turning on as night sets in.",day2night,meteorological
day2night_13.0,"Time-lapse of the sky transitioning from day to night: starting with a bright sky and scattered clouds, progressing through sunset with increasing clouds and orange-pink hues, into early dusk and finally to a nearly pitch-black sky, indicating full nightfall.",day2night,meteorological
day2night_14.0,"Time-lapse of a lake and surrounding mountains transitioning from a bright, clear daytime to a fully dark night with glowing city lights and visible stars. The sequence shows changes in lighting and color, from scattered clouds in the day, to warm sunset tones, twilight hues, and finally the dark night illuminated by artificial lights.",day2night,meteorological
day2night_10.0,"Time-lapse of the Eiffel Tower transitioning from evening to night: starting with evening twilight, gradually dimming natural light, increasing artificial illumination, and finally reaching full nighttime with the Eiffel Tower and surrounding buildings brightly lit.",day2night,meteorological
day2night_18.0,"Time-lapse of a transition from late afternoon to nighttime over a landscape. The sequence begins with a cloudy sky in the late afternoon, transitions through a colorful sunset and dusk, and ends with a dark night sky filled with stars and prominent artificial lights.",day2night,meteorological
day2night_20.0,"Time-lapse of a clear day transitioning from sunset to complete nighttime. The video begins with the sun low in the sky, progresses through increasingly darker blues and oranges of twilight, and ends with a dark night sky dotted with stars.",day2night,meteorological
day2night_15.0,"A time-lapse of a city transitioning from day to night: starting with clear daylight, progressing through late afternoon with dimmed lighting, early sunset with sky gradient, warm evening hues, sunset with orange tones, twilight with emerging lights, and ending with the nighttime city fully illuminated against a dark sky.",day2night,meteorological
day2night_16.0,"Time-lapse of the Arc de Triomphe from late daylight to nighttime: starting with an overcast sky, then gradually darkening through dusk, and transitioning to a night sky. Vehicle light trails increase as artificial lights illuminate the Arc, culminating in a fully dark night scene.",day2night,meteorological
day2night_19.0,"Time-lapse of a cityscape transitioning from day to night: starting with clear daylight and empty highways, progressing through sunset with a warm glow, dusk with increasing artificial lights, and concluding with a fully dark night sky illuminated by city lights.",day2night,meteorological
day_02,"Time-lapse of cloud movement over a snow-covered mountainous landscape: starting with minimal clouds, progressing to widespread and dense cloud coverage, reaching a peak, and then gradually clearing, revealing more of the blue sky and the mountains by the end.",day,meteorological
day_01,"Time-lapse of a waterfront city transitioning from late afternoon to night: starting with moderate activity, increased traffic and dimming light, city lights gradually turning on, reaching full nighttime with bright lights and bustling activity on both rivers and roads.",day,meteorological
day_03,"Time-lapse of daylight transition over a picturesque riverside town, from an overcast early morning to a clear, sunny late afternoon and into evening, with clouds gradually dispersing and sunlight casting warm, golden hues before shadows lengthen at sunset.",day,meteorological
day_05,"Time-lapse of a rural mountainous landscape transitioning from an overcast sky with a rainbow to a nearly clear, sunny sky. The sequence shows clouds gradually dispersing, revealing more blue sky and increased sunlight illuminating the scenery by the end of the video.",day,meteorological
day_06,"Time-lapse of cloud dynamics over a mountainous rural landscape: starting with a clear blue sky and scattered clouds, then clouds gradually disperse and reform, with sunlight casting varying shadows across the hills, continuing through changing cloud patterns and lighting, and ending with a relatively clearer sky and scattered clouds.",day,meteorological
day_07,"Time-lapse of the transition from daylight to evening over a serene lake with a forested shore. The video captures the sun's journey from high in the sky to just below the horizon, casting longer shadows and producing a golden hue before the sky darkens, creating a distinct evening ambiance.",day,meteorological
day_08,"Time-lapse of a cloudy sky over a tranquil river, transitioning from late afternoon to evening. Cloud cover gradually increases, dimming the light and creating an overcast sky by the end, with reflections on the calm water becoming less distinct.",day,meteorological
day_11,"Time-lapse of clouds moving over a mountainous landscape: beginning with scattered clouds, increasing in density and thickness, shifting leftward, and eventually becoming heavy and expansive, covering nearly the entire sky and mountain region by the end.",day,meteorological
day_10,"Time-lapse of cloud dissipation over a day, starting with a moderately cloudy sky. Clouds gradually reduce, revealing more blue sky. By halfway, only scattered clouds remain. Towards the end, the sky becomes predominantly clear with only a few peripheral clouds remaining.",day,meteorological
day_04,"Time-lapse of a mountainous landscape over a day, starting with early morning light and long shadows. The sun rises, illuminating more of the valley by mid-morning, reaching its zenith with sharp shadows. In the early afternoon, shadows become less intense and start lengthening by late afternoon, softening in the landscape, and finally transitioning to dim evening light with long shadows.",day,meteorological
