videoid,name,sub_category,main_category
solar_eclipse_14.0,"Time-lapse of a solar eclipse progressing from a fully visible bright sun to complete darkness and back. Initially, the sun's halo becomes more pronounced while light dims, leading up to near-total darkness resembling nighttime at totality, followed by the gradual return of daylight.",solar_eclipse,meteorological
spider_web_10,"Time-lapse of a spider methodically constructing a web from initial strands to a fully detailed and symmetrical structure under low-light conditions. Starting with minimal strands, the spider weaves concentric circles and radial strands, progressively enhancing the web until it reaches final completion, showcasing its geometric precision and robust integrity.",spider_web,biological
spider_web_17,"Time-lapse of a spider web interaction: starts with a pristine web, a butterfly or moth gets trapped, spider approaches and reacts to the prey, briefly moves out of frame, then reappears near the prey, gradually moving closer.",spider_web,biological
sport_12,"Time-lapse of pre-game activities at a professional ice hockey game. Starting with a sparsely populated ice rink, the video shows increasing numbers of players and officials engaging in warm-up routines while spectators steadily fill the stands, culminating in a fully prepared rink and a fully occupied audience ready for the game to begin.",sport,human_creation
sport_20,"Time-lapse of a football match in an outdoor stadium: starts with pre-game ceremonies, progresses through various stages of gameplay with players scattered and moving towards the goal, showing intense mid-match action, concentration near one goal, and significant activity around the center field as the match advances.",sport,human_creation
station_10,"Time-lapse of multiple trains moving through a station: starts with a red train passing, followed by a stationary white train that departs, and concludes with various trains, including a yellow one, then another white ICE train arriving or departing.",station,human_creation
station_19,"Time-lapse of a railway station transitioning from early evening to night. A train arrives and departs as daylight fades. City lights turn on at dusk, and artificial lighting takes over, fully illuminating the station by night. The video concludes with consistent nighttime conditions and minimal changes in lighting.",station,human_creation
storm_03,"Time-lapse of weather conditions changing from clear skies to a stormy day: starting with bright sunlight, gradual cloud build-up, darkening skies indicating an impending storm, followed by heavy cloud cover and reduced daylight during the storm, and ending with overcast skies and wet streets post-storm.",storm,meteorological
storm_08,"Time-lapse of storm development: starting with sparse white clouds in a blue sky, the clouds gradually thicken and darken. Over the sequence, the sky becomes increasingly cloud-covered, transforming to dense, dark clouds, culminating in a fully developed storm with an almost entirely darkened sky.",storm,meteorological
sunrise_05,"Time-lapse of a sunrise, transitioning from a dark pre-dawn sky to a fully illuminated morning. Initially, the horizon glows faintly, then gradually brightens. The sun emerges, rising higher and casting light across the landscape, ending with a fully visible sun in a bright morning sky.",sunrise,meteorological
sunrise_07,"Time-lapse of a cityscape at dawn, showing the progression of the sunrise. The sequence captures the transition from pre-dawn light to a fully risen sun, with increasing brightness and visibility of the city as the sun ascends and illuminates the buildings. The scene evolves from darkness to a fully illuminated early morning cityscape.",sunrise,meteorological
sunset_14,"Time-lapse of a beach sunset transitioning from daylight to twilight: the sun moves from high in the sky to below the horizon. The sequence includes varying human activities, such as walking along the shore and observing the sunset, enhancing the tranquil and contemplative scene.",sunset,meteorological
sunset_19,"Time-lapse of a sunset over a city skyline, starting from bright daylight with the sun high in the sky, progressing through sunset with changing sky colors, and ending in complete darkness with the city lights illuminating the skyline.",sunset,meteorological
tea_diffusing_18,"Time-lapse of a tea bag diffusing in water: starting with clear water, the tea gradually spreads from slight diffusion at the bottom, intensifying and rising upwards, until the entire glass is uniformly filled with a red tea mixture.",tea_diffusing,physical
tea_diffusing_10,"Time-lapse of green tea infusion in hot water: starting with hot water pouring into a cup, followed by a tea bag being placed in. The water gradually changes color, darkening progressively, indicating the diffusion of tea substances. By the end of the video, the tea is nearly fully diffused, resulting in a darker, richer color.",tea_diffusing,physical
tide_19,"Time-lapse of tides in a coastal estuary rising from low tide to high tide, covering exposed sandy and muddy areas: starting with exposed estuary bed, progressively submerging channels and mudflats, and ending with fully submerged land and visible sea.",tide,meteorological
tide_07,"Time-lapse of tidal changes at Halls Harbour, Bay of Fundy. The video shows the transition from high tide with floating boats to low tide where the harbor floor is largely exposed and boats are grounded, then back to high tide with boats floating again. The cycle repeats, demonstrating the natural ebb and flow of tides.",tide,meteorological
traffic_06,"Time-lapse of an urban road showcasing varying traffic conditions. Initially, moderate traffic progresses to heavier congestion with a cement truck and red car appearing. Traffic peaks with congestion, involving a large van and black cars, likely during rush hour. Later, it lightens again with a prominent blue bus and minimal cars, ending with light traffic and visible pedestrians.",traffic,human_creation
traffic_09,"Time-lapse of a busy highway at night, displaying light trails from moving vehicles. The video shows variations in traffic density, starting with vibrant light trails and well-illuminated surroundings. Vehicle movement and speeds vary, creating dynamic patterns. The light trails gradually thin, indicating reduced traffic density, and the scene darkens towards the end.",traffic,human_creation
valley_15,"Time-lapse of clouds moving over a mountainous valley. The scene transitions from mixed cloud cover and sunshine to progressively clearer skies with dispersing clouds, allowing increasing sunlight to brighten the valley. By the end, there is substantial sunlight with minimal cloud cover.",valley,meteorological
valley_06,"Time-lapse of a rocky valley transitioning from afternoon to dusk: starting with daylight and partly cloudy sky, then softer light and increased cloud cover, gradually dimming into evening, with deepening shadows and a darkening sky as dusk settles in.",valley,meteorological
walking_07,"Time-lapse of a busy transportation hub, likely a train station, showing high foot traffic and dynamic movement. The video captures people arriving, departing, engaging with schedules, and navigating through congested paths. Activity is consistent, with noteworthy moments of people carrying luggage, checking signage, and moving towards exits and various destinations.",walking,human_creation
walking_04,"Time-lapse of a busy pedestrian street at night showing various people walking and interacting. It begins with three friends holding hands, transitions to larger groups and then fewer individuals, before showcasing a woman gesturing, continuous pedestrian movement, and ends with several groups interacting, illustrating a lively social environment.",walking,human_creation
water_freezing_05,"Time-lapse of water freezing, starting with initial ice formations at the edges, progressing through detailed and expanding ice patterns, becoming denser, with the ice layer nearly complete by the end, and finally, the water surface is fully frozen.",water_freezing,physical
water_freezing_03,"Time-lapse of a stream freezing: starting with partially frozen water and initial ice formation, progressively thickening and solidifying, until the stream is entirely covered by dense, layered ice.",water_freezing,physical
wind_12,"Time-lapse of a storm over a city: dense dark clouds gather, heavy rain begins, then rain dissipates as clouds spread out, the sky clears gradually from left to right, light penetrates indicating diminishing storm, with final stages showing mostly illuminated cityscape and minimal residual clouds, signifying the storm has passed.",wind,meteorological
wind_03,"Time-lapse of a window opening progressively, starting from a closed state. As the window opens, more of the sky, clouds, and an external structure become visible. Eventually, the window reveals greenery and an outdoor area, culminating with a fully open view showing both the outside and the indoor floor.",wind,meteorological
